cassava4.1_000001m	GO:0008270,GO:0004842
cassava4.1_027345m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_027346m	
cassava4.1_027347m	
cassava4.1_027348m	GO:0005515
cassava4.1_027349m	
cassava4.1_027350m	
cassava4.1_027351m	
cassava4.1_027352m	
cassava4.1_027353m	GO:0005515
cassava4.1_027354m	GO:0005524,GO:0016887,GO:0016020
cassava4.1_027355m	GO:0016491,GO:0008152
cassava4.1_027356m	GO:0016021
cassava4.1_027357m	
cassava4.1_027358m	GO:0005515
cassava4.1_027359m	
cassava4.1_027360m	
cassava4.1_027361m	
cassava4.1_027362m	GO:0003677,GO:0043565,GO:0005622
cassava4.1_027363m	
cassava4.1_027364m	
cassava4.1_027365m	
cassava4.1_027366m	
cassava4.1_027367m	GO:0006810,GO:0003676
cassava4.1_027368m	GO:0005515,GO:0043531,GO:0006915,GO:0005524
cassava4.1_027369m	GO:0005515,GO:0006468,GO:0004672
cassava4.1_027370m	
cassava4.1_027371m	GO:0003676
cassava4.1_027372m	GO:0016307,GO:0046488,GO:0044267,GO:0005524
cassava4.1_027373m	GO:0008270,GO:0005622
cassava4.1_027374m	
cassava4.1_027375m	
cassava4.1_027376m	GO:0006952,GO:0009607
cassava4.1_027377m	
cassava4.1_027378m	
cassava4.1_027380m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_027381m	
cassava4.1_027382m	GO:0008270,GO:0005622
cassava4.1_027383m	
cassava4.1_027384m	
cassava4.1_027385m	
cassava4.1_027386m	GO:0003824
cassava4.1_027387m	
cassava4.1_027388m	GO:0004372,GO:0006544,GO:0006563
cassava4.1_027389m	
cassava4.1_027390m	GO:0048278,GO:0006887,GO:0005737
cassava4.1_027391m	
cassava4.1_027392m	GO:0005515
cassava4.1_027393m	
cassava4.1_027394m	
cassava4.1_027395m	
cassava4.1_027396m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_027397m	
cassava4.1_027398m	GO:0005975,GO:0004553
cassava4.1_027399m	GO:0016020
cassava4.1_027400m	
cassava4.1_027401m	
cassava4.1_027402m	GO:0008378,GO:0005795
cassava4.1_027403m	
cassava4.1_027404m	
cassava4.1_027405m	GO:0006810,GO:0003676
cassava4.1_027406m	GO:0016747
cassava4.1_027407m	
cassava4.1_027408m	
cassava4.1_027409m	
cassava4.1_027410m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_027411m	GO:0005515
cassava4.1_027412m	GO:0008270,GO:0005622
cassava4.1_027413m	GO:0016455,GO:0006357,GO:0016592,GO:0001104
cassava4.1_027414m	GO:0051082,GO:0006457,GO:0016272
cassava4.1_027415m	GO:0004045,GO:0006412
cassava4.1_027416m	GO:0005515
cassava4.1_027417m	GO:0005524
cassava4.1_027418m	
cassava4.1_027419m	
cassava4.1_027421m	GO:0003676,GO:0008270
cassava4.1_027422m	
cassava4.1_027423m	GO:0003676,GO:0008270
cassava4.1_027424m	
cassava4.1_027425m	GO:0003735,GO:0006412,GO:0005840
cassava4.1_027426m	GO:0005515
cassava4.1_027427m	
cassava4.1_027428m	
cassava4.1_027429m	
cassava4.1_027430m	
cassava4.1_027431m	GO:0006810,GO:0055085,GO:0016020
cassava4.1_027432m	GO:0005515
cassava4.1_027433m	
cassava4.1_027434m	
cassava4.1_027435m	GO:0003676,GO:0008270
cassava4.1_027436m	
cassava4.1_027437m	
cassava4.1_027438m	GO:0008762,GO:0016491,GO:0050660,GO:0055114
cassava4.1_027439m	
cassava4.1_027440m	GO:0016702,GO:0046872,GO:0055114
cassava4.1_027441m	
cassava4.1_027442m	GO:0016758,GO:0008152
cassava4.1_027443m	GO:0003700,GO:0006355
cassava4.1_027444m	
cassava4.1_027446m	
cassava4.1_027447m	
cassava4.1_027448m	
cassava4.1_027449m	
cassava4.1_027450m	GO:0008270
cassava4.1_027451m	
cassava4.1_027452m	
cassava4.1_027453m	
cassava4.1_027454m	GO:0003677,GO:0006355
cassava4.1_027455m	
cassava4.1_027456m	GO:0008415,GO:0008152,GO:0016746
cassava4.1_027457m	
cassava4.1_027458m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_027459m	
cassava4.1_027460m	
cassava4.1_027461m	
cassava4.1_027462m	
cassava4.1_027463m	
cassava4.1_027464m	
cassava4.1_027466m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027467m	
cassava4.1_027469m	GO:0006810,GO:0055085,GO:0016020
cassava4.1_027470m	
cassava4.1_027471m	GO:0004857,GO:0030599
cassava4.1_027472m	GO:0031072
cassava4.1_027473m	
cassava4.1_027474m	
cassava4.1_027475m	GO:0004553,GO:0005975
cassava4.1_027476m	GO:0016787
cassava4.1_027477m	
cassava4.1_027478m	GO:0003676,GO:0006810
cassava4.1_027479m	GO:0045735
cassava4.1_027480m	
cassava4.1_027481m	GO:0006629
cassava4.1_027482m	GO:0016491,GO:0008152
cassava4.1_027483m	
cassava4.1_027485m	
cassava4.1_027486m	
cassava4.1_027487m	GO:0004650,GO:0005975
cassava4.1_027488m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_027489m	
cassava4.1_027490m	GO:0016032
cassava4.1_027491m	GO:0004655,GO:0046872,GO:0033014
cassava4.1_027492m	
cassava4.1_027493m	
cassava4.1_027494m	
cassava4.1_027495m	
cassava4.1_027496m	GO:0046872,GO:0030001
cassava4.1_027497m	
cassava4.1_027498m	
cassava4.1_027499m	
cassava4.1_027500m	
cassava4.1_027501m	
cassava4.1_027502m	
cassava4.1_027503m	GO:0016758,GO:0016021
cassava4.1_027504m	GO:0006952,GO:0009607
cassava4.1_027505m	
cassava4.1_027506m	GO:0003700,GO:0006355
cassava4.1_027507m	
cassava4.1_027509m	GO:0003676,GO:0006810
cassava4.1_027510m	GO:0003677,GO:0003824,GO:0005524,GO:0006259,GO:0005694
cassava4.1_027511m	GO:0004867,GO:0009611
cassava4.1_027512m	GO:0003677,GO:0006355
cassava4.1_027513m	GO:0003777,GO:0005524,GO:0007018
cassava4.1_027515m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027516m	
cassava4.1_027517m	GO:0003677,GO:0006355
cassava4.1_027518m	
cassava4.1_027519m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_027520m	GO:0005515
cassava4.1_027521m	
cassava4.1_027522m	GO:0005515
cassava4.1_027523m	GO:0005975,GO:0004650
cassava4.1_027524m	GO:0005515
cassava4.1_027525m	GO:0007165,GO:0005515,GO:0005622,GO:0045087,GO:0031224,GO:0004888
cassava4.1_027526m	GO:0004222,GO:0008270,GO:0006508,GO:0031012,GO:0008152
cassava4.1_027527m	GO:0003676,GO:0005622,GO:0043140,GO:0006260,GO:0006281,GO:0005524,GO:0008026,GO:0004386,GO:0006310
cassava4.1_027528m	
cassava4.1_027529m	
cassava4.1_027530m	
cassava4.1_027531m	GO:0016787,GO:0008152
cassava4.1_027532m	
cassava4.1_027533m	
cassava4.1_027534m	
cassava4.1_027535m	
cassava4.1_027536m	
cassava4.1_027538m	GO:0008171,GO:0008168,GO:0046983
cassava4.1_027539m	GO:0055114,GO:0050661,GO:0050660,GO:0004499
cassava4.1_027540m	GO:0006306,GO:0003677
cassava4.1_027541m	
cassava4.1_027542m	GO:0016021
cassava4.1_027543m	GO:0003677,GO:0006355
cassava4.1_027544m	
cassava4.1_027545m	
cassava4.1_027546m	GO:0042578
cassava4.1_027547m	GO:0005507,GO:0009055
cassava4.1_027548m	GO:0004222,GO:0006508,GO:0008270
cassava4.1_027549m	GO:0006904,GO:0016192
cassava4.1_027550m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_027551m	GO:0004857,GO:0030599
cassava4.1_027552m	
cassava4.1_027553m	GO:0005515
cassava4.1_027554m	
cassava4.1_027555m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027556m	
cassava4.1_027557m	
cassava4.1_027558m	
cassava4.1_027559m	
cassava4.1_027560m	
cassava4.1_027561m	
cassava4.1_027562m	GO:0004842,GO:0016567,GO:0000151
cassava4.1_027563m	
cassava4.1_027564m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027565m	
cassava4.1_027566m	
cassava4.1_027567m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_027568m	
cassava4.1_027569m	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
cassava4.1_027570m	GO:0004553,GO:0005975
cassava4.1_027571m	GO:0003824,GO:0008152
cassava4.1_027572m	GO:0016021
cassava4.1_027573m	
cassava4.1_027574m	GO:0004869
cassava4.1_027575m	GO:0003677,GO:0003916,GO:0005524,GO:0006265,GO:0005694,GO:0003918
cassava4.1_027576m	
cassava4.1_027577m	GO:0016787,GO:0008152
cassava4.1_027578m	GO:0005515
cassava4.1_027579m	
cassava4.1_027580m	
cassava4.1_027581m	
cassava4.1_027582m	
cassava4.1_027583m	
cassava4.1_027584m	
cassava4.1_027585m	GO:0005515
cassava4.1_027586m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_027587m	GO:0003677,GO:0006355
cassava4.1_027588m	
cassava4.1_027589m	
cassava4.1_027590m	GO:0004650,GO:0005975
cassava4.1_027591m	GO:0003677
cassava4.1_027592m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_027593m	GO:0046872
cassava4.1_027594m	GO:0005515
cassava4.1_027595m	
cassava4.1_027596m	
cassava4.1_027597m	GO:0045735
cassava4.1_027598m	
cassava4.1_027599m	
cassava4.1_027600m	
cassava4.1_027601m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_027602m	
cassava4.1_027603m	
cassava4.1_027604m	
cassava4.1_027605m	GO:0016829,GO:0000287
cassava4.1_027606m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_027607m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754
cassava4.1_027608m	
cassava4.1_027609m	GO:0000156,GO:0000160,GO:0006355
cassava4.1_027610m	
cassava4.1_027611m	GO:0006887,GO:0000145
cassava4.1_027612m	GO:0003677
cassava4.1_027613m	GO:0003676,GO:0008270
cassava4.1_027614m	
cassava4.1_027615m	
cassava4.1_027616m	
cassava4.1_027617m	
cassava4.1_027618m	GO:0006468,GO:0004672
cassava4.1_027619m	GO:0004869
cassava4.1_027620m	GO:0016746,GO:0008152,GO:0008415
cassava4.1_027621m	
cassava4.1_027622m	
cassava4.1_027623m	
cassava4.1_027624m	GO:0005515
cassava4.1_027625m	
cassava4.1_027626m	GO:0005515
cassava4.1_027627m	
cassava4.1_027628m	
cassava4.1_027629m	GO:0004568,GO:0006032,GO:0016998
cassava4.1_027630m	GO:0004806,GO:0006629
cassava4.1_027631m	
cassava4.1_027632m	
cassava4.1_027633m	GO:0005515
cassava4.1_027634m	
cassava4.1_027635m	
cassava4.1_027636m	
cassava4.1_027637m	GO:0003676,GO:0055114,GO:0016491
cassava4.1_027638m	GO:0005515
cassava4.1_027639m	
cassava4.1_027640m	GO:0016788,GO:0006629
cassava4.1_027641m	
cassava4.1_027642m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_027643m	GO:0005507,GO:0009055
cassava4.1_027644m	
cassava4.1_027646m	
cassava4.1_027647m	GO:0016760,GO:0030244,GO:0016020
cassava4.1_027648m	GO:0003676,GO:0008270
cassava4.1_027650m	
cassava4.1_027651m	
cassava4.1_027652m	GO:0016757
cassava4.1_027653m	
cassava4.1_027654m	
cassava4.1_027655m	
cassava4.1_027656m	
cassava4.1_027657m	GO:0003700,GO:0043565,GO:0006355,GO:0005634
cassava4.1_027658m	
cassava4.1_027659m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027660m	
cassava4.1_027661m	GO:0004857,GO:0030599
cassava4.1_027662m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027663m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754
cassava4.1_027664m	GO:0005515
cassava4.1_027665m	GO:0005515
cassava4.1_027666m	
cassava4.1_027667m	
cassava4.1_027668m	
cassava4.1_027669m	GO:0045735
cassava4.1_027670m	
cassava4.1_027671m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_027672m	
cassava4.1_027673m	
cassava4.1_027674m	GO:0005515
cassava4.1_027676m	GO:0016747
cassava4.1_027677m	GO:0005524,GO:0016887,GO:0016020
cassava4.1_027678m	
cassava4.1_027679m	
cassava4.1_027680m	
cassava4.1_027681m	
cassava4.1_027682m	
cassava4.1_027683m	
cassava4.1_027684m	GO:0003677
cassava4.1_027685m	GO:0016787
cassava4.1_027686m	GO:0003677,GO:0006355
cassava4.1_027687m	
cassava4.1_027688m	GO:0005515
cassava4.1_027689m	
cassava4.1_027690m	GO:0005515
cassava4.1_027691m	GO:0050662,GO:0044237,GO:0003824
cassava4.1_027692m	GO:0006355,GO:0005634
cassava4.1_027693m	
cassava4.1_027694m	
cassava4.1_027695m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_027696m	
cassava4.1_027698m	GO:0030528,GO:0006355
cassava4.1_027699m	
cassava4.1_027700m	GO:0003676,GO:0008270
cassava4.1_027701m	GO:0005515
cassava4.1_027702m	GO:0003700,GO:0043565,GO:0006355,GO:0005634
cassava4.1_027703m	GO:0005515
cassava4.1_027704m	
cassava4.1_027705m	GO:0005975,GO:0004553
cassava4.1_027706m	
cassava4.1_027707m	
cassava4.1_027708m	
cassava4.1_027709m	
cassava4.1_027710m	
cassava4.1_027711m	
cassava4.1_027712m	
cassava4.1_027713m	GO:0004553,GO:0005975
cassava4.1_027714m	
cassava4.1_027715m	
cassava4.1_027716m	GO:0004871,GO:0009416
cassava4.1_027717m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_027718m	
cassava4.1_027719m	GO:0007165,GO:0005515,GO:0005622,GO:0045087,GO:0031224,GO:0004888
cassava4.1_027721m	GO:0003676
cassava4.1_027722m	GO:0004672,GO:0005524,GO:0006468,GO:0005488
cassava4.1_027723m	GO:0003677,GO:0005524,GO:0003676,GO:0004386
cassava4.1_027724m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_027725m	GO:0005515
cassava4.1_027726m	GO:0003676
cassava4.1_027727m	
cassava4.1_027728m	
cassava4.1_027729m	
cassava4.1_027730m	GO:0005515
cassava4.1_027731m	
cassava4.1_027732m	GO:0005515
cassava4.1_027733m	GO:0003677,GO:0006355
cassava4.1_027734m	
cassava4.1_027735m	
cassava4.1_027736m	
cassava4.1_027737m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_027738m	
cassava4.1_027739m	
cassava4.1_027740m	
cassava4.1_027741m	
cassava4.1_027742m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027743m	GO:0016788,GO:0006629
cassava4.1_027744m	
cassava4.1_027745m	
cassava4.1_027746m	GO:0016491,GO:0008152
cassava4.1_027747m	GO:0016021
cassava4.1_027749m	
cassava4.1_027750m	GO:0016020
cassava4.1_027751m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027752m	GO:0003677,GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700
cassava4.1_027753m	GO:0008270,GO:0016787,GO:0004126
cassava4.1_027754m	GO:0016747
cassava4.1_027755m	
cassava4.1_027756m	GO:0003677,GO:0006355
cassava4.1_027757m	
cassava4.1_027758m	GO:0046872,GO:0030001,GO:0055085,GO:0016021
cassava4.1_027759m	
cassava4.1_027760m	GO:0005507,GO:0009055
cassava4.1_027761m	
cassava4.1_027762m	GO:0006810,GO:0003676
cassava4.1_027763m	GO:0008937,GO:0015979,GO:0009536,GO:0051539,GO:0016992,GO:0009107
cassava4.1_027764m	
cassava4.1_027765m	GO:0005515
cassava4.1_027766m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027767m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_027768m	GO:0004252,GO:0006508,GO:0042802,GO:0043086
cassava4.1_027769m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_027770m	
cassava4.1_027771m	
cassava4.1_027772m	
cassava4.1_027773m	
cassava4.1_027774m	GO:0005515
cassava4.1_027775m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_027776m	
cassava4.1_027777m	
cassava4.1_027778m	GO:0005515
cassava4.1_027779m	GO:0016788,GO:0006629
cassava4.1_027780m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027781m	GO:0047746
cassava4.1_027782m	
cassava4.1_027783m	
cassava4.1_027784m	
cassava4.1_027785m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027786m	GO:0008270
cassava4.1_027787m	
cassava4.1_027788m	
cassava4.1_027789m	
cassava4.1_027790m	GO:0009058,GO:0005985
cassava4.1_027791m	
cassava4.1_027792m	
cassava4.1_027793m	GO:0003677,GO:0003899,GO:0006350,GO:0006351
cassava4.1_027794m	GO:0005515
cassava4.1_027795m	
cassava4.1_027796m	GO:0006468,GO:0005524,GO:0004672
cassava4.1_027797m	
cassava4.1_027798m	GO:0009982,GO:0009451,GO:0003723,GO:0001522
cassava4.1_027799m	
cassava4.1_027800m	
cassava4.1_027801m	
cassava4.1_027802m	
cassava4.1_027803m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_027804m	GO:0003700,GO:0006355
cassava4.1_027805m	
cassava4.1_027806m	
cassava4.1_027807m	GO:0004185,GO:0006508
cassava4.1_027808m	
cassava4.1_027809m	
cassava4.1_027810m	GO:0055114,GO:0050661,GO:0050660,GO:0004499
cassava4.1_027811m	
cassava4.1_027812m	GO:0004871,GO:0009416
cassava4.1_027813m	
cassava4.1_027814m	
cassava4.1_027815m	GO:0005529,GO:0048544,GO:0006468,GO:0005524,GO:0004672
cassava4.1_027816m	GO:0005515
cassava4.1_027817m	GO:0005515
cassava4.1_027818m	
cassava4.1_027819m	
cassava4.1_027820m	
cassava4.1_027822m	
cassava4.1_027823m	
cassava4.1_027824m	GO:0000166,GO:0046872,GO:0003824,GO:0008152,GO:0016020,GO:0015662,GO:0006812,GO:0006754
cassava4.1_027825m	
cassava4.1_027826m	
cassava4.1_027827m	
cassava4.1_027828m	GO:0005543
cassava4.1_027829m	GO:0006950
cassava4.1_027830m	
cassava4.1_027831m	
cassava4.1_027832m	
cassava4.1_027833m	
cassava4.1_027834m	
cassava4.1_027835m	GO:0016746,GO:0008152,GO:0008415
cassava4.1_027836m	GO:0003677,GO:0006355
cassava4.1_027837m	GO:0005515,GO:0016881,GO:0006464,GO:0005622
cassava4.1_027838m	GO:0003677
cassava4.1_027839m	GO:0005783
cassava4.1_027840m	
cassava4.1_027841m	
cassava4.1_027842m	
cassava4.1_027843m	GO:0003677,GO:0006355
cassava4.1_027844m	GO:0005515,GO:0005524,GO:0016818,GO:0006355,GO:0005634
cassava4.1_027845m	GO:0004553,GO:0005975
cassava4.1_027846m	
cassava4.1_027847m	GO:0010181,GO:0016491,GO:0055114
cassava4.1_027848m	GO:0005515,GO:0005524,GO:0016818,GO:0006355,GO:0005634
cassava4.1_027849m	GO:0016020
cassava4.1_027850m	GO:0003677,GO:0006306
cassava4.1_027851m	GO:0008152,GO:0003824
cassava4.1_027852m	GO:0003676,GO:0008270
cassava4.1_027853m	
cassava4.1_027854m	
cassava4.1_027855m	GO:0004725,GO:0006470
cassava4.1_027856m	
cassava4.1_027857m	
cassava4.1_027858m	GO:0006468,GO:0004672
cassava4.1_027859m	
cassava4.1_027860m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027861m	GO:0008270,GO:0005622
cassava4.1_027862m	
cassava4.1_027863m	GO:0005515
cassava4.1_027864m	
cassava4.1_027865m	
cassava4.1_027866m	
cassava4.1_027867m	GO:0016765
cassava4.1_027868m	
cassava4.1_027869m	GO:0006265,GO:0005694,GO:0003917,GO:0003677
cassava4.1_027870m	
cassava4.1_027871m	
cassava4.1_027872m	
cassava4.1_027873m	GO:0009055,GO:0015035,GO:0045454
cassava4.1_027874m	GO:0006468,GO:0005524,GO:0004672
cassava4.1_027875m	
cassava4.1_027876m	
cassava4.1_027878m	
cassava4.1_027879m	
cassava4.1_027880m	GO:0016758,GO:0008152
cassava4.1_027881m	
cassava4.1_027882m	GO:0003677,GO:0006355
cassava4.1_027883m	
cassava4.1_027884m	GO:0016787,GO:0008152
cassava4.1_027885m	GO:0005975,GO:0004650
cassava4.1_027886m	
cassava4.1_027887m	GO:0005515
cassava4.1_027888m	
cassava4.1_027889m	GO:0004650,GO:0005975
cassava4.1_027890m	GO:0003677,GO:0006355
cassava4.1_027891m	GO:0005543
cassava4.1_027892m	GO:0004872,GO:0005215,GO:0006810,GO:0016020
cassava4.1_027893m	
cassava4.1_027894m	GO:0004650,GO:0005975
cassava4.1_027895m	GO:0005815,GO:0000922,GO:0000226
cassava4.1_027896m	
cassava4.1_027897m	
cassava4.1_027898m	GO:0016485,GO:0016021
cassava4.1_027899m	GO:0045735
cassava4.1_027900m	
cassava4.1_027901m	
cassava4.1_027902m	GO:0016021
cassava4.1_027903m	GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333
cassava4.1_027904m	
cassava4.1_027905m	GO:0003723
cassava4.1_027906m	
cassava4.1_027907m	
cassava4.1_027908m	
cassava4.1_027909m	GO:0005525,GO:0007264,GO:0005622
cassava4.1_027910m	GO:0016020
cassava4.1_027911m	
cassava4.1_027912m	
cassava4.1_027913m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027914m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_027915m	
cassava4.1_027916m	
cassava4.1_027917m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027918m	GO:0005543
cassava4.1_027919m	
cassava4.1_027920m	
cassava4.1_027921m	
cassava4.1_027922m	GO:0003677
cassava4.1_027923m	
cassava4.1_027924m	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005515,GO:0005524
cassava4.1_027925m	
cassava4.1_027926m	GO:0016020,GO:0015171,GO:0003333
cassava4.1_027927m	
cassava4.1_027928m	GO:0005515
cassava4.1_027929m	
cassava4.1_027930m	
cassava4.1_027931m	GO:0016020
cassava4.1_027932m	
cassava4.1_027933m	
cassava4.1_027934m	
cassava4.1_027935m	GO:0016021
cassava4.1_027936m	
cassava4.1_027937m	GO:0016021
cassava4.1_027938m	
cassava4.1_027939m	
cassava4.1_027940m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_027941m	
cassava4.1_027942m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_027943m	GO:0016829,GO:0000287
cassava4.1_027944m	GO:0017003,GO:0017004,GO:0005886
cassava4.1_027945m	
cassava4.1_027946m	GO:0045735
cassava4.1_027947m	GO:0016998
cassava4.1_027948m	
cassava4.1_027949m	
cassava4.1_027950m	GO:0006508,GO:0004190
cassava4.1_027951m	
cassava4.1_027952m	
cassava4.1_027953m	GO:0006508,GO:0004190
cassava4.1_027954m	
cassava4.1_027955m	
cassava4.1_027956m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_027957m	
cassava4.1_027958m	GO:0016998
cassava4.1_027959m	
cassava4.1_027960m	GO:0016627,GO:0006629,GO:0005737,GO:0016021
cassava4.1_027961m	GO:0004751,GO:0009052
cassava4.1_027962m	GO:0030528,GO:0006355
cassava4.1_027963m	
cassava4.1_027965m	GO:0005783
cassava4.1_027966m	
cassava4.1_027967m	GO:0005515
cassava4.1_027968m	
cassava4.1_027969m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_027970m	
cassava4.1_027971m	
cassava4.1_027972m	
cassava4.1_027973m	
cassava4.1_027974m	GO:0004018,GO:0006188
cassava4.1_027975m	GO:0006952,GO:0009607
cassava4.1_027976m	GO:0005215,GO:0006857,GO:0016020
cassava4.1_027977m	GO:0006629
cassava4.1_027978m	
cassava4.1_027979m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_027980m	GO:0008270,GO:0005622,GO:0005515
cassava4.1_027981m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_027982m	
cassava4.1_027983m	
cassava4.1_027984m	
cassava4.1_027986m	GO:0005975,GO:0004553
cassava4.1_027987m	GO:0046873,GO:0030001,GO:0055085,GO:0016020
cassava4.1_027988m	GO:0003676,GO:0008270
cassava4.1_027990m	
cassava4.1_027991m	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
cassava4.1_027992m	GO:0003700,GO:0006355
cassava4.1_027994m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_027995m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_027996m	GO:0031072
cassava4.1_027997m	GO:0004867,GO:0009611
cassava4.1_027998m	GO:0008270,GO:0005622
cassava4.1_027999m	GO:0008080
cassava4.1_028000m	GO:0031072
cassava4.1_028001m	
cassava4.1_028002m	GO:0003677
cassava4.1_028003m	
cassava4.1_028004m	
cassava4.1_028005m	
cassava4.1_028006m	
cassava4.1_028007m	GO:0016747
cassava4.1_028008m	
cassava4.1_028009m	GO:0006396,GO:0003723
cassava4.1_028010m	GO:0005524,GO:0016301,GO:0008152,GO:0016773
cassava4.1_028011m	GO:0016597,GO:0008152
cassava4.1_028012m	
cassava4.1_028013m	
cassava4.1_028014m	GO:0003677
cassava4.1_028015m	
cassava4.1_028016m	GO:0016788,GO:0006629
cassava4.1_028017m	
cassava4.1_028018m	
cassava4.1_028020m	
cassava4.1_028021m	
cassava4.1_028022m	GO:0055114,GO:0016491
cassava4.1_028023m	
cassava4.1_028024m	GO:0016020
cassava4.1_028025m	
cassava4.1_028026m	GO:0019001,GO:0007186,GO:0004871
cassava4.1_028027m	GO:0005515,GO:0008270,GO:0042802
cassava4.1_028028m	
cassava4.1_028029m	
cassava4.1_028030m	
cassava4.1_028031m	
cassava4.1_028032m	GO:0016020
cassava4.1_028033m	
cassava4.1_028035m	GO:0003677
cassava4.1_028036m	GO:0030528,GO:0003697
cassava4.1_028037m	
cassava4.1_028038m	
cassava4.1_028039m	GO:0016773,GO:0005975,GO:0006072,GO:0004370
cassava4.1_028040m	
cassava4.1_028041m	GO:0003824,GO:0005992
cassava4.1_028042m	
cassava4.1_028043m	GO:0006470,GO:0004725
cassava4.1_028044m	
cassava4.1_028045m	GO:0016758,GO:0008152
cassava4.1_028046m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_028047m	
cassava4.1_028048m	
cassava4.1_028049m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
