Ciclev10000001m	GO:0005515,GO:0016881,GO:0006464,GO:0005622
Ciclev10031801m	GO:0005515
Ciclev10031802m	GO:0005515
Ciclev10031803m	GO:0016021
Ciclev10031804m	GO:0005515
Ciclev10031805m	GO:0005515
Ciclev10031806m	
Ciclev10031807m	
Ciclev10031808m	GO:0016020
Ciclev10031809m	
Ciclev10031810m	
Ciclev10031811m	GO:0016491
Ciclev10031812m	GO:0006396,GO:0003723,GO:0005622,GO:0003676
Ciclev10031813m	
Ciclev10031814m	GO:0003723,GO:0006396,GO:0005622,GO:0003676
Ciclev10031815m	
Ciclev10031816m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031817m	
Ciclev10031818m	
Ciclev10031819m	
Ciclev10031820m	GO:0005515,GO:0016020
Ciclev10031821m	GO:0006520,GO:0055114
Ciclev10031822m	GO:0005515,GO:0016020
Ciclev10031823m	GO:0005515,GO:0006915
Ciclev10031824m	GO:0003824
Ciclev10031825m	GO:0016226
Ciclev10031826m	GO:0008168,GO:0008152
Ciclev10031827m	GO:0009058
Ciclev10031828m	GO:0008033,GO:0004809,GO:0003723
Ciclev10031829m	
Ciclev10031830m	
Ciclev10031831m	GO:0016757
Ciclev10031832m	
Ciclev10031833m	GO:0003919,GO:0009231
Ciclev10031834m	GO:0005634,GO:0003677
Ciclev10031835m	
Ciclev10031836m	
Ciclev10031837m	GO:0008270
Ciclev10031838m	
Ciclev10031839m	
Ciclev10031840m	GO:0005515
Ciclev10031841m	GO:0008152,GO:0003824
Ciclev10031842m	
Ciclev10031843m	GO:0016787
Ciclev10031844m	
Ciclev10031845m	GO:0006468,GO:0004672,GO:0005515
Ciclev10031846m	GO:0006355,GO:0003700,GO:0003677
Ciclev10031847m	
Ciclev10031848m	GO:0008146
Ciclev10031849m	
Ciclev10031850m	
Ciclev10031851m	GO:0055114,GO:0050660,GO:0017150,GO:0008033
Ciclev10031852m	
Ciclev10031853m	GO:0008138,GO:0006470
Ciclev10031854m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031855m	GO:0055114,GO:0016491,GO:0008270
Ciclev10031856m	GO:0005515
Ciclev10031857m	GO:0016020
Ciclev10031858m	GO:0033014,GO:0004418
Ciclev10031859m	
Ciclev10031860m	GO:0005524
Ciclev10031861m	
Ciclev10031862m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031863m	
Ciclev10031864m	
Ciclev10031865m	GO:0008234,GO:0006508
Ciclev10031866m	
Ciclev10031867m	GO:0004523,GO:0003676
Ciclev10031868m	GO:0000049
Ciclev10031869m	
Ciclev10031870m	GO:0031012,GO:0008270,GO:0006508,GO:0004222,GO:0008152
Ciclev10031871m	
Ciclev10031872m	GO:0042545,GO:0030599,GO:0005618
Ciclev10031873m	GO:0030528,GO:0006355
Ciclev10031874m	GO:0006508,GO:0004197
Ciclev10031875m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10031876m	GO:0005488
Ciclev10031877m	GO:0015934,GO:0006412,GO:0003735,GO:0003723
Ciclev10031878m	
Ciclev10031879m	GO:0016788,GO:0006629
Ciclev10031880m	
Ciclev10031881m	
Ciclev10031882m	GO:0003924,GO:0005525
Ciclev10031883m	GO:0005515,GO:0006915
Ciclev10031884m	
Ciclev10031885m	
Ciclev10031886m	GO:0016020,GO:0009765
Ciclev10031887m	GO:0055114,GO:0016491
Ciclev10031888m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031889m	GO:0009987
Ciclev10031890m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031891m	GO:0003824
Ciclev10031892m	
Ciclev10031893m	GO:0006457
Ciclev10031894m	GO:0009982,GO:0009451,GO:0003723,GO:0001522
Ciclev10031895m	
Ciclev10031896m	GO:0005515
Ciclev10031897m	GO:0016788,GO:0006629
Ciclev10031898m	
Ciclev10031899m	
Ciclev10031900m	GO:0030528,GO:0006355
Ciclev10031901m	
Ciclev10031902m	GO:0030173,GO:0008373,GO:0006486
Ciclev10031903m	
Ciclev10031904m	
Ciclev10031905m	
Ciclev10031906m	
Ciclev10031907m	GO:0016624,GO:0008152
Ciclev10031908m	
Ciclev10031909m	
Ciclev10031910m	GO:0016491
Ciclev10031911m	
Ciclev10031912m	
Ciclev10031913m	GO:0006468,GO:0005524,GO:0004672
Ciclev10031914m	GO:0030244,GO:0030054,GO:0016758,GO:0008466,GO:0007047,GO:0005618
Ciclev10031915m	
Ciclev10031916m	GO:0008889,GO:0006071
Ciclev10031917m	
Ciclev10031918m	
Ciclev10031919m	GO:0005544,GO:0005509
Ciclev10031920m	GO:0006468,GO:0004672,GO:0005515
Ciclev10031921m	GO:0003676
Ciclev10031922m	GO:0003676,GO:0008270,GO:0005622
Ciclev10031923m	
Ciclev10031924m	
Ciclev10031925m	GO:0005639
Ciclev10031926m	
Ciclev10031927m	GO:0016491,GO:0008152
Ciclev10031928m	
Ciclev10031929m	GO:0016788,GO:0006629
Ciclev10031930m	GO:0016780,GO:0016020,GO:0008654
Ciclev10031931m	GO:0030131,GO:0016192,GO:0006886,GO:0005515
Ciclev10031932m	GO:0006508,GO:0004185
Ciclev10031933m	
Ciclev10031934m	GO:0016491
Ciclev10031935m	
Ciclev10031936m	GO:0006370
Ciclev10031937m	
Ciclev10031938m	GO:0008234,GO:0006508
Ciclev10031939m	GO:0006807,GO:0004356,GO:0006542
Ciclev10031940m	GO:0006468,GO:0004672
Ciclev10031941m	GO:0016779,GO:0006396,GO:0003723
Ciclev10031942m	
Ciclev10031943m	
Ciclev10031944m	
Ciclev10031945m	GO:0005975,GO:0004553
Ciclev10031946m	
Ciclev10031947m	GO:0050662,GO:0044237,GO:0003824
Ciclev10031948m	GO:0016491
Ciclev10031949m	GO:0008171,GO:0046983,GO:0008168
Ciclev10031950m	
Ciclev10031951m	GO:0008171,GO:0046983,GO:0008168
Ciclev10031952m	GO:0008171,GO:0046983,GO:0008168
Ciclev10031953m	GO:0008171,GO:0046983,GO:0008168
Ciclev10031954m	GO:0030833,GO:0005856,GO:0005524,GO:0003779
Ciclev10031955m	
Ciclev10031956m	
Ciclev10031957m	GO:0016787,GO:0008152
Ciclev10031958m	GO:0016491
Ciclev10031959m	
Ciclev10031960m	
Ciclev10031961m	GO:0008152,GO:0003824
Ciclev10031962m	
Ciclev10031963m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10031964m	GO:0005544,GO:0005509
Ciclev10031965m	
Ciclev10031966m	GO:0006355,GO:0003677
Ciclev10031967m	GO:0003824
Ciclev10031968m	GO:0016788,GO:0006629
Ciclev10031969m	GO:0016491,GO:0008152
Ciclev10031970m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10031971m	
Ciclev10031972m	GO:0005515
Ciclev10031973m	GO:0005515
Ciclev10031974m	GO:0005524
Ciclev10031975m	GO:0055114,GO:0016491,GO:0008270
Ciclev10031976m	
Ciclev10031977m	GO:0005515,GO:0006355
Ciclev10031978m	
Ciclev10031979m	GO:0050662,GO:0044237,GO:0003824
Ciclev10031980m	
Ciclev10031981m	GO:0050662,GO:0044237,GO:0003824
Ciclev10031982m	GO:0008168,GO:0008152
Ciclev10031983m	GO:0050662,GO:0044237,GO:0003824
Ciclev10031984m	
Ciclev10031985m	
Ciclev10031986m	GO:0016491
Ciclev10031987m	
Ciclev10031988m	GO:0003824
Ciclev10031989m	GO:0046872,GO:0030001
Ciclev10031990m	GO:0008152,GO:0003824
Ciclev10031991m	
Ciclev10031992m	GO:0051087,GO:0042803,GO:0006457,GO:0000774
Ciclev10031993m	GO:0003723,GO:0006412,GO:0005850,GO:0003743
Ciclev10031994m	GO:0050662,GO:0044237,GO:0003824
Ciclev10031995m	GO:0008652
Ciclev10031996m	GO:0055114,GO:0020037,GO:0006979,GO:0004601
Ciclev10031997m	GO:0051536,GO:0003824
Ciclev10031998m	
Ciclev10031999m	GO:0051536,GO:0003824
Ciclev10032000m	
Ciclev10032001m	
Ciclev10032002m	GO:0016021,GO:0008219
Ciclev10032003m	
Ciclev10032004m	GO:0055085,GO:0016021
Ciclev10032005m	
Ciclev10032006m	
Ciclev10032007m	GO:0006508,GO:0004185
Ciclev10032008m	GO:0016844,GO:0009058
Ciclev10032009m	GO:0009982,GO:0009451,GO:0003723,GO:0001522
Ciclev10032010m	GO:0005515
Ciclev10032011m	GO:0006355
Ciclev10032012m	GO:0043565,GO:0006355,GO:0003700
Ciclev10032013m	
Ciclev10032014m	GO:0055114,GO:0016620
Ciclev10032015m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10032016m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10032017m	
Ciclev10032018m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10032019m	
Ciclev10032020m	GO:0030528,GO:0006355
Ciclev10032021m	GO:0006166,GO:0004001
Ciclev10032022m	
Ciclev10032023m	
Ciclev10032024m	GO:0008270
Ciclev10032025m	GO:0008138,GO:0006470
Ciclev10032026m	GO:0008168,GO:0008152
Ciclev10032027m	GO:0008171,GO:0046983,GO:0008168
Ciclev10032028m	GO:0008168,GO:0008152
Ciclev10032029m	GO:0006355,GO:0003700
Ciclev10032030m	GO:0016810,GO:0006807
Ciclev10032031m	GO:0030170,GO:0008152,GO:0003824
Ciclev10032032m	
Ciclev10032033m	
Ciclev10032034m	
Ciclev10032035m	
Ciclev10032036m	
Ciclev10032037m	GO:0005515
Ciclev10032038m	GO:0005515
Ciclev10032039m	GO:0008270,GO:0006355,GO:0003677
Ciclev10032040m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10032042m	
Ciclev10032043m	GO:0016757
Ciclev10032044m	GO:0055114,GO:0045300,GO:0006631
Ciclev10032045m	
Ciclev10032046m	GO:0008652
Ciclev10032047m	GO:0005515
Ciclev10032048m	
Ciclev10032049m	GO:0003723
Ciclev10032050m	GO:0003723
Ciclev10032051m	GO:0003723
Ciclev10032052m	GO:0016788,GO:0003676
Ciclev10032053m	
Ciclev10032054m	GO:0006289,GO:0004518,GO:0003677
Ciclev10032055m	
Ciclev10032056m	
Ciclev10032057m	GO:0003824
Ciclev10032058m	
Ciclev10032059m	GO:0006355,GO:0003700
Ciclev10032060m	GO:0030528,GO:0006355
Ciclev10032061m	
Ciclev10032062m	GO:0030528,GO:0006355
Ciclev10032063m	
Ciclev10032064m	
Ciclev10032065m	GO:0005515,GO:0016818,GO:0006355,GO:0005634,GO:0005524
Ciclev10032066m	
Ciclev10032067m	GO:0031227,GO:0016758
Ciclev10032068m	GO:0005515
Ciclev10032069m	GO:0055085
Ciclev10032070m	GO:0008152,GO:0003824
Ciclev10032071m	GO:0055114,GO:0016491
Ciclev10032072m	GO:0005515
Ciclev10032073m	
Ciclev10032074m	GO:0005515,GO:0043161,GO:0006289,GO:0003684
Ciclev10032075m	GO:0005488,GO:0008152,GO:0003824
Ciclev10032076m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10032077m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10032078m	
Ciclev10032079m	GO:0005544,GO:0005509
Ciclev10032080m	GO:0005634
Ciclev10032081m	GO:0055114,GO:0020037,GO:0006979,GO:0004601
Ciclev10032082m	GO:0016020
Ciclev10032083m	GO:0006468,GO:0005524,GO:0004672
Ciclev10032084m	GO:0055114,GO:0016491
Ciclev10032085m	
Ciclev10032086m	GO:0005515
Ciclev10032087m	
Ciclev10032088m	GO:0055114,GO:0009186,GO:0004748
Ciclev10032089m	
Ciclev10032090m	
Ciclev10032091m	GO:0005544,GO:0005509
Ciclev10032092m	GO:0008898
Ciclev10032093m	GO:0055114,GO:0016491
Ciclev10032094m	
Ciclev10032095m	
Ciclev10032096m	GO:0005515
Ciclev10032097m	
Ciclev10032098m	GO:0005515
Ciclev10032099m	GO:0009116
Ciclev10032100m	GO:0006807,GO:0004356,GO:0006542
Ciclev10032101m	GO:0030528,GO:0006355
Ciclev10032102m	
Ciclev10032103m	
Ciclev10032104m	GO:0008440
Ciclev10032105m	
Ciclev10032106m	
Ciclev10032107m	GO:0005515
Ciclev10032108m	
Ciclev10032109m	
Ciclev10032110m	GO:0005515
Ciclev10032111m	
Ciclev10032112m	
Ciclev10032113m	
Ciclev10032114m	GO:0003824
Ciclev10032115m	GO:0003824
Ciclev10032116m	GO:0003824
Ciclev10032117m	
Ciclev10032118m	GO:0016787,GO:0008152
Ciclev10032119m	
Ciclev10032120m	GO:0016491,GO:0008152
Ciclev10032121m	
Ciclev10032122m	GO:0016787,GO:0008152
Ciclev10032123m	GO:0046406,GO:0015979,GO:0015995
Ciclev10032124m	GO:0003723,GO:0016787,GO:0030145
Ciclev10032125m	
Ciclev10032126m	
Ciclev10032127m	
Ciclev10032128m	GO:0050662,GO:0044237,GO:0003824
Ciclev10032129m	
Ciclev10032130m	GO:0006909,GO:0005856
Ciclev10032131m	
Ciclev10032132m	GO:0006289,GO:0004518,GO:0003677
Ciclev10032133m	GO:0030528,GO:0006355
Ciclev10032134m	GO:0008152,GO:0003824
Ciclev10032135m	GO:0016757
Ciclev10032136m	GO:0006779,GO:0004853
Ciclev10032137m	
Ciclev10032138m	GO:0016787
Ciclev10032139m	GO:0050662,GO:0044237,GO:0003824
Ciclev10032140m	GO:0016491,GO:0008152
Ciclev10032141m	GO:0042254,GO:0005622,GO:0006414,GO:0005840,GO:0003735
Ciclev10032142m	GO:0003824
Ciclev10032143m	
Ciclev10032144m	GO:0005544,GO:0005509
Ciclev10032145m	
Ciclev10032146m	GO:0005515
Ciclev10032147m	
Ciclev10032148m	
Ciclev10032149m	
Ciclev10032150m	GO:0016757
Ciclev10032151m	GO:0008725,GO:0006284
Ciclev10032152m	GO:0016788
Ciclev10032153m	
Ciclev10032154m	GO:0005544,GO:0005509
Ciclev10032155m	GO:0008152,GO:0003824
Ciclev10032156m	
Ciclev10032157m	GO:0006468,GO:0005524,GO:0004672
Ciclev10032158m	
Ciclev10032159m	GO:0006468,GO:0005524,GO:0004672
Ciclev10032160m	
Ciclev10032161m	GO:0005515
Ciclev10032162m	GO:0016491,GO:0008152
Ciclev10032163m	GO:0005515
Ciclev10032164m	GO:0005975,GO:0004553,GO:0048046,GO:0016762,GO:0006073,GO:0005618
Ciclev10032165m	
Ciclev10032166m	
Ciclev10032167m	
Ciclev10032168m	GO:0006370
Ciclev10032169m	
Ciclev10032170m	GO:0003676,GO:0008270
Ciclev10032171m	GO:0005634,GO:0003677
Ciclev10032172m	GO:0008176,GO:0006400
Ciclev10032173m	GO:0055085,GO:0044070,GO:0008308,GO:0006820,GO:0005741
Ciclev10032174m	
Ciclev10032175m	
Ciclev10032176m	GO:0005515
Ciclev10032177m	GO:0016788,GO:0006629
Ciclev10032178m	GO:0016888
Ciclev10032179m	GO:0004523,GO:0003676
Ciclev10032180m	GO:0003676,GO:0008270
Ciclev10032181m	
Ciclev10032182m	GO:0005544,GO:0005509
Ciclev10032183m	GO:0016627,GO:0016021,GO:0006629,GO:0005737
Ciclev10032184m	GO:0005639
Ciclev10032185m	
Ciclev10032186m	
Ciclev10032187m	
Ciclev10032188m	
Ciclev10032189m	
Ciclev10032190m	GO:0031227,GO:0016788,GO:0006886,GO:0006505
Ciclev10032191m	
Ciclev10032192m	GO:0043565,GO:0006355,GO:0003700
Ciclev10032193m	
Ciclev10032194m	GO:0005515
Ciclev10032195m	GO:0005515
Ciclev10032196m	GO:0031227,GO:0016788,GO:0006886,GO:0006505
Ciclev10032197m	
Ciclev10032198m	GO:0016021
Ciclev10032199m	GO:0016021
Ciclev10032200m	
Ciclev10032201m	
Ciclev10032202m	GO:0008152,GO:0008080
Ciclev10032203m	GO:0006355,GO:0003677
Ciclev10032204m	GO:0008152,GO:0008080
Ciclev10032205m	
Ciclev10032206m	GO:0006355,GO:0005634,GO:0003700
Ciclev10032207m	GO:0006355,GO:0005634,GO:0003700
Ciclev10032208m	GO:0019205,GO:0006139,GO:0005524
Ciclev10032209m	
Ciclev10032210m	GO:0008152,GO:0008080
Ciclev10032211m	GO:0006355,GO:0003677
Ciclev10032212m	
Ciclev10032213m	GO:0016020
Ciclev10032214m	
Ciclev10032215m	GO:0016787
Ciclev10032216m	GO:0006355,GO:0003677
Ciclev10032217m	GO:0006468,GO:0004672
Ciclev10032218m	GO:0016021
Ciclev10032219m	
Ciclev10032220m	
Ciclev10032221m	GO:0008168,GO:0008033,GO:0006364,GO:0003723
Ciclev10032222m	GO:0003723
Ciclev10032223m	GO:0016888
Ciclev10032224m	GO:0008440
Ciclev10032225m	GO:0008440
Ciclev10032226m	
Ciclev10032227m	
Ciclev10032228m	GO:0016020
Ciclev10032229m	GO:0043565,GO:0006355,GO:0003700,GO:0005634,GO:0003677
Ciclev10032230m	
Ciclev10032231m	
Ciclev10032232m	
Ciclev10032233m	GO:0055114,GO:0046872,GO:0006801,GO:0004784
Ciclev10032234m	
Ciclev10032235m	
Ciclev10032236m	GO:0003684,GO:0008853,GO:0006281,GO:0005634
Ciclev10032237m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10032238m	GO:0051603,GO:0005839,GO:0004298
Ciclev10032239m	GO:0003676
Ciclev10032240m	GO:0016772,GO:0016020
Ciclev10032241m	GO:0030528,GO:0006355
Ciclev10032242m	
Ciclev10032243m	
Ciclev10032244m	
Ciclev10032245m	GO:0008168,GO:0008152
Ciclev10032246m	
Ciclev10032247m	
Ciclev10032248m	
Ciclev10032249m	GO:0005515,GO:0043161,GO:0006289,GO:0003684
Ciclev10032250m	GO:0008152,GO:0003824
Ciclev10032251m	
Ciclev10032252m	GO:0009116
Ciclev10032253m	
Ciclev10032254m	GO:0005544,GO:0005509
Ciclev10032255m	
Ciclev10032256m	GO:0009116
Ciclev10032257m	
Ciclev10032258m	
Ciclev10032259m	
Ciclev10032260m	
Ciclev10032261m	
Ciclev10032262m	GO:0055085,GO:0016021
Ciclev10032263m	GO:0015934,GO:0006412,GO:0003735,GO:0003723
Ciclev10032264m	
Ciclev10032265m	GO:0005515
Ciclev10032266m	GO:0008026,GO:0005524,GO:0003676
Ciclev10032267m	GO:0016021,GO:0004659
Ciclev10032268m	GO:0016787
Ciclev10032269m	GO:0031072,GO:0051082,GO:0006457
Ciclev10032270m	
Ciclev10032271m	
Ciclev10032272m	GO:0030272,GO:0009396,GO:0005524
Ciclev10032273m	GO:0055114,GO:0050660,GO:0017150,GO:0008033
Ciclev10032274m	
Ciclev10032275m	GO:0043565,GO:0006355,GO:0003700,GO:0005634,GO:0003677
Ciclev10032276m	
Ciclev10032277m	
Ciclev10032278m	GO:0016491
Ciclev10032279m	GO:0043565,GO:0006355,GO:0003700,GO:0005634,GO:0003677
Ciclev10032280m	
Ciclev10032281m	GO:0006355,GO:0000160,GO:0000156
Ciclev10032282m	
Ciclev10032283m	GO:0043565,GO:0006355,GO:0003700
Ciclev10032284m	GO:0043565,GO:0006355,GO:0003700
Ciclev10032285m	GO:0043565,GO:0006355,GO:0003700
Ciclev10032286m	
Ciclev10032287m	GO:0043565,GO:0006355,GO:0003700
Ciclev10032288m	
Ciclev10032289m	GO:0008138,GO:0006470
Ciclev10032290m	
Ciclev10032291m	GO:0006886
Ciclev10032292m	GO:0005515
Ciclev10032293m	GO:0043565
Ciclev10032294m	
Ciclev10032295m	GO:0005515
Ciclev10032296m	GO:0005515
Ciclev10032297m	GO:0016020,GO:0008508,GO:0006814
Ciclev10032298m	GO:0016020,GO:0006810,GO:0005215
Ciclev10032299m	
Ciclev10032300m	
Ciclev10032301m	
Ciclev10032302m	GO:0016020,GO:0006810,GO:0005215
Ciclev10032303m	GO:0008173,GO:0006396,GO:0003723,GO:0008168
Ciclev10032304m	GO:0006355,GO:0003677
Ciclev10032305m	
Ciclev10032306m	GO:0016020,GO:0006810,GO:0005215
Ciclev10032307m	GO:0030528,GO:0006355
Ciclev10032308m	GO:0016020,GO:0006810,GO:0005215
Ciclev10032309m	
Ciclev10032310m	GO:0003677,GO:0006260,GO:0005664
Ciclev10032311m	
Ciclev10032312m	
Ciclev10032313m	GO:0016021
Ciclev10032314m	GO:0016020
Ciclev10032315m	GO:0016020
Ciclev10032316m	GO:0016020
Ciclev10032317m	
Ciclev10032318m	GO:0016810,GO:0006807
Ciclev10032319m	GO:0016020
Ciclev10032320m	GO:0016020
Ciclev10032321m	
Ciclev10032322m	
Ciclev10032323m	
Ciclev10032324m	GO:0055114,GO:0046872,GO:0006801,GO:0004784
Ciclev10032325m	
Ciclev10032326m	
Ciclev10032327m	GO:0055114,GO:0016491,GO:0008270
Ciclev10032328m	
Ciclev10032329m	GO:0008152,GO:0008080
Ciclev10032330m	
Ciclev10032331m	
Ciclev10032332m	
Ciclev10032333m	GO:0055085,GO:0016021
Ciclev10032334m	GO:0003723,GO:0003743,GO:0006413
Ciclev10032335m	GO:0016491,GO:0008152
Ciclev10032336m	
Ciclev10032337m	
Ciclev10032338m	
Ciclev10032339m	GO:0006289,GO:0004518,GO:0003677
Ciclev10032340m	GO:0003676
Ciclev10032341m	GO:0005515,GO:0016567,GO:0004842,GO:0000151
Ciclev10032342m	GO:0003676
Ciclev10032343m	
Ciclev10032344m	
Ciclev10032345m	
Ciclev10032346m	GO:0016021
Ciclev10032347m	GO:0016772,GO:0016020
Ciclev10032348m	GO:0016787
Ciclev10032349m	GO:0055114,GO:0016491
Ciclev10032350m	
Ciclev10032351m	
Ciclev10032352m	GO:0006468,GO:0004672,GO:0005515
Ciclev10032353m	GO:0006468,GO:0004672,GO:0005515
Ciclev10032354m	GO:0006468,GO:0004672,GO:0005515
Ciclev10032355m	GO:0005515
Ciclev10032356m	GO:0030528,GO:0006355
Ciclev10032357m	
Ciclev10032358m	
Ciclev10032359m	GO:0008270
Ciclev10032360m	
Ciclev10032361m	GO:0004640,GO:0006568
Ciclev10032362m	GO:0016810,GO:0006807
Ciclev10032363m	GO:0003723,GO:0003743,GO:0006412,GO:0005850
Ciclev10032364m	GO:0008152,GO:0003824
Ciclev10032365m	GO:0005515
Ciclev10032366m	GO:0055085,GO:0044070,GO:0008308,GO:0006820,GO:0005741
Ciclev10032367m	GO:0005506,GO:0051536,GO:0016226
Ciclev10032368m	GO:0008168,GO:0008152
Ciclev10032369m	
Ciclev10032370m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10032371m	GO:0006571,GO:0004665
Ciclev10032372m	
Ciclev10032373m	GO:0006909,GO:0005856
Ciclev10032374m	
Ciclev10032375m	
Ciclev10032376m	GO:0003676
Ciclev10032377m	GO:0016020,GO:0009765
Ciclev10032378m	
Ciclev10032379m	
Ciclev10032380m	GO:0051603,GO:0005839,GO:0004298
Ciclev10032381m	
Ciclev10032382m	
Ciclev10032383m	
Ciclev10032384m	GO:0006508,GO:0004185
Ciclev10032385m	GO:0005515
Ciclev10032386m	GO:0006886
Ciclev10032387m	GO:0055114,GO:0016491
Ciclev10032388m	GO:0051603,GO:0005839,GO:0004298
Ciclev10032389m	GO:0016491,GO:0008152
Ciclev10032390m	GO:0016740,GO:0005975,GO:0005529
Ciclev10032391m	
Ciclev10032392m	GO:0055114,GO:0016491
Ciclev10032393m	
Ciclev10032394m	
Ciclev10032395m	
Ciclev10032396m	
Ciclev10032397m	GO:0003676,GO:0008270
Ciclev10032398m	GO:0003676,GO:0008270
Ciclev10032399m	GO:0003676,GO:0008270
Ciclev10032400m	
Ciclev10032401m	GO:0016021
Ciclev10032402m	GO:0006367,GO:0005674,GO:0005524,GO:0003702
Ciclev10032403m	GO:0051603,GO:0005839,GO:0004298
Ciclev10032404m	
Ciclev10032405m	GO:0016021
Ciclev10032406m	GO:0055114,GO:0046872,GO:0006801,GO:0004784
Ciclev10032407m	GO:0055114,GO:0016491
Ciclev10032408m	
Ciclev10032409m	GO:0003676,GO:0008270
Ciclev10032410m	GO:0003824
Ciclev10032411m	
Ciclev10032412m	GO:0030528,GO:0006355
Ciclev10032413m	GO:0055114,GO:0016491,GO:0008270
Ciclev10032414m	GO:0055114,GO:0016491
Ciclev10032415m	
Ciclev10032416m	
Ciclev10032417m	GO:0055114,GO:0016491
Ciclev10032418m	GO:0008152,GO:0003824
Ciclev10032419m	GO:0016020
Ciclev10032420m	GO:0055114,GO:0016620
Ciclev10032421m	GO:0000166
Ciclev10032422m	
Ciclev10032423m	GO:0046872,GO:0008081
Ciclev10032424m	GO:0000166
Ciclev10032425m	
Ciclev10032426m	
Ciclev10032427m	
Ciclev10032428m	GO:0016021
Ciclev10032429m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10032430m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10032431m	GO:0055114,GO:0046872,GO:0006801,GO:0004784
Ciclev10032432m	GO:0055114,GO:0016491,GO:0006633,GO:0005506
Ciclev10032433m	GO:0005515
Ciclev10032434m	GO:0006457
Ciclev10032435m	GO:0005975
Ciclev10032436m	GO:0005975
Ciclev10032437m	GO:0008168,GO:0008033,GO:0006364,GO:0003723
Ciclev10032438m	GO:0005975
Ciclev10032439m	GO:0006807,GO:0004356
Ciclev10032440m	GO:0005975
Ciclev10032441m	
Ciclev10032442m	GO:0016020
Ciclev10032443m	GO:0005515
Ciclev10032444m	
Ciclev10032445m	
Ciclev10032446m	
Ciclev10032447m	
Ciclev10032448m	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
Ciclev10032449m	GO:0005515
Ciclev10032450m	GO:0005515
Ciclev10032451m	GO:0005515
Ciclev10032452m	GO:0008171,GO:0046983,GO:0008168
Ciclev10032453m	GO:0008171,GO:0046983,GO:0008168
Ciclev10032454m	GO:0008171,GO:0046983,GO:0008168
Ciclev10032455m	GO:0005515
Ciclev10032456m	GO:0050662,GO:0044237,GO:0003824
Ciclev10032457m	
Ciclev10032458m	GO:0005515
Ciclev10032459m	
Ciclev10032460m	GO:0008171,GO:0046983,GO:0008168
Ciclev10032461m	GO:0004853,GO:0006779
Ciclev10032462m	
Ciclev10032463m	
Ciclev10032464m	
Ciclev10032465m	GO:0055114,GO:0016491
Ciclev10032466m	
Ciclev10032467m	GO:0016020
Ciclev10032468m	GO:0008168
Ciclev10032469m	GO:0005639
Ciclev10032470m	
Ciclev10032471m	GO:0008199,GO:0006879,GO:0006826,GO:0005488
Ciclev10032472m	GO:0005515
Ciclev10032473m	GO:0005515
Ciclev10032474m	GO:0006457,GO:0003755
Ciclev10032475m	GO:0006468,GO:0005524,GO:0004672
Ciclev10032476m	GO:0055114,GO:0016491
Ciclev10032477m	GO:0006457
Ciclev10032478m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10032479m	
Ciclev10032480m	GO:0008152,GO:0003824
Ciclev10032481m	
Ciclev10032482m	GO:0005544,GO:0005509
Ciclev10032483m	
Ciclev10032484m	
Ciclev10032485m	
Ciclev10032486m	
Ciclev10032487m	
Ciclev10032488m	
Ciclev10032489m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10032490m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10032491m	GO:0005544,GO:0005509
Ciclev10032492m	
Ciclev10032493m	GO:0055114,GO:0046872,GO:0006801,GO:0004784
Ciclev10032494m	
Ciclev10032495m	GO:0005525
Ciclev10032496m	
Ciclev10032497m	GO:0050662,GO:0044237,GO:0003824
Ciclev10032498m	GO:0003676
Ciclev10032499m	GO:0030132,GO:0030130,GO:0016192,GO:0006886,GO:0005198
Ciclev10032500m	GO:0006370
Ciclev10032501m	
Ciclev10032502m	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
Ciclev10032503m	GO:0006370
Ciclev10032504m	
Ciclev10032505m	GO:0050662,GO:0044237,GO:0003824
Ciclev10032506m	GO:0055114,GO:0047134
